id,project_a,project_b,weight_a,weight_b
111,hardhat,go-libp2p,0.48453631670,0.51546368330
113,hardhat,go-ipa,0.84939746520,0.15060253480
114,hardhat,account-abstraction,0.53007523060,0.46992476940
115,hardhat,js-ipfs,0.55373156320,0.44626843680
116,vyper,ethers.js,0.20776396241,0.79223603759
117,vyper,prysm,0.18678012109,0.81321987891
118,vyper,lighthouse,0.24608728415,0.75391271585
119,vyper,hardhat,0.37829031520,0.62170968480
120,vyper,teku,0.84809609247,0.15190390753
122,vyper,solidity,0.53133207100,0.46866792900
123,vyper,remix-project,0.65708932123,0.34291067877
124,vyper,go-ethereum,0.41713256666,0.58286743334
126,vyper,revm,0.73376048427,0.26623951573
127,vyper,openzeppelin-contracts,0.54767223756,0.45232776244
128,vyper,blst,0.78133970630,0.21866029370
129,vyper,nimbus-eth2,0.56845505407,0.43154494593
130,vyper,account-abstraction,0.53799804863,0.46200195137
131,vyper,solhint,0.89035390795,0.10964609205
132,vyper,safe-smart-account,0.53069345790,0.46930654210
133,vyper,go-ipa,0.87555135830,0.12444864170
134,vyper,go-libp2p,0.34707625655,0.65292374345
137,vyper,js-ipfs,0.52381024090,0.47618975910
138,vyper,ethereumjs-monorepo,0.49359900190,0.50640099810
139,vyper,quic-go,0.68712990330,0.31287009670
141,vyper,grandine,0.48976720600,0.51023279400
143,hardhat-deploy,vyper,0.39418553024,0.60581446976
144,hardhat-deploy,prysm,0.12664522415,0.87335477585
146,hardhat-deploy,lighthouse,0.15094902701,0.84905097299
147,hardhat-deploy,ethers.js,0.11700473312,0.88299526688
148,hardhat-deploy,hardhat,0.22218121407,0.77781878593
149,hardhat-deploy,teku,0.79611850156,0.20388149844
151,hardhat-deploy,solidity,0.40620769382,0.59379230618
152,hardhat-deploy,remix-project,0.44716418645,0.55283581355
154,hardhat-deploy,lodestar,0.33179281897,0.66820718103
155,hardhat-deploy,viem,0.14712989147,0.85287010853
156,hardhat-deploy,revm,0.72764967307,0.27235032693
157,hardhat-deploy,openzeppelin-contracts,0.18186821513,0.81813178487
159,hardhat-deploy,web3.js,0.23265343415,0.76734656585
160,hardhat-deploy,js-ipfs,0.46017507600,0.53982492400
161,hardhat-deploy,blst,0.60637749435,0.39362250565
162,hardhat-deploy,nimbus-eth2,0.38024280890,0.61975719110
164,hardhat-deploy,safe-smart-account,0.34378635450,0.65621364550
165,hardhat-deploy,go-ipa,0.75230615655,0.24769384345
166,hardhat-deploy,go-libp2p,0.24999982030,0.75000017970
168,hardhat-deploy,core,0.56179780730,0.43820219270
170,ethers.js,solidity,0.71156446696,0.28843553304
172,ethers.js,go-ethereum,0.69652336388,0.30347663612
173,ethers.js,lodestar,0.82102307463,0.17897692537
181,ethers.js,clap,0.27272945017,0.72727054983
182,ethers.js,babel,0.00596088863,0.99403911137
183,ethers.js,ajv,0.06731850466,0.93268149534
186,ethers.js,boa,0.29350332737,0.70649667263
187,ethers.js,debug,0.27534431747,0.72465568253
190,ethers.js,go-ipa,0.90119142775,0.09880857225
191,ethers.js,core,0.79365098680,0.20634901320
192,solidity,remix-project,0.54372991906,0.45627008094
194,solidity,teku,0.43021919930,0.56978080070
198,solidity,core,0.84493064590,0.15506935410
199,solidity,revm,0.64414490125,0.35585509875
201,solidity,solc-js,0.74492408060,0.25507591940
202,remix-project,go-ethereum,0.44602295200,0.55397704800
203,remix-project,teku,0.39240829840,0.60759170160
205,remix-project,account-abstraction,0.60603134760,0.39396865240
206,remix-project,go-ipa,0.87968065340,0.12031934660
207,remix-project,core,0.76219547470,0.23780452530
208,remix-project,revm,0.55555562650,0.44444437350
210,go-ethereum,lodestar,0.60990454623,0.39009545377
213,go-ethereum,go-ipa,0.92958514330,0.07041485670
214,go-ethereum,core,0.86505206320,0.13494793680
216,teku,lodestar,0.34263547081,0.65736452919
217,teku,revm,0.35403204963,0.64596795037
218,viem,hardhat,0.54507799118,0.45492200882
223,viem,ethers.js,0.33279540163,0.66720459837
224,viem,lighthouse,0.46236897654,0.53763102346
225,viem,go-ethereum,0.57511063005,0.42488936995
226,viem,lodestar,0.67358756369,0.32641243631
229,viem,openzeppelin-contracts,0.67661340324,0.32338659676
231,viem,solidity,0.60814465527,0.39185534473
233,viem,remix-project,0.66156709960,0.33843290040
235,viem,blst,0.77431767030,0.22568232970
236,viem,nimbus-eth2,0.57531284480,0.42468715520
237,viem,account-abstraction,0.58141807280,0.41858192720
238,viem,safe-smart-account,0.56679893060,0.43320106940
242,viem,core,0.71942479520,0.28057520480
243,lodestar,revm,0.73599242927,0.26400757073
244,lodestar,core,0.76219547470,0.23780452530
245,openzeppelin-contracts,teku,0.84499659305,0.15500340695
246,openzeppelin-contracts,go-ethereum,0.38658155987,0.61341844013
249,openzeppelin-contracts,lodestar,0.42950014653,0.57049985347
250,openzeppelin-contracts,ethers.js,0.22259238870,0.77740761130
251,openzeppelin-contracts,solidity,0.53662225840,0.46337774160
253,openzeppelin-contracts,js-ipfs,0.73987288845,0.26012711155
254,openzeppelin-contracts,account-abstraction,0.62385094665,0.37614905335
256,openzeppelin-contracts,go-libp2p,0.45454564460,0.54545435540
259,solhint,hardhat,0.48706015923,0.51293984077
261,solhint,account-abstraction,0.17328588981,0.82671411019
262,solhint,teku,0.22706905640,0.77293094360
263,solhint,solidity,0.07026215228,0.92973784772
265,solhint,go-ipa,0.47021267125,0.52978732875
266,solhint,remix-project,0.10280715921,0.89719284079
268,solhint,lodestar,0.14895309321,0.85104690679
269,solhint,go-libp2p,0.06250044922,0.93749955078
270,solhint,reth,0.11764785470,0.88235214530
272,solhint,revm,0.09090968491,0.90909031509
274,web3.js,go-ethereum,0.44150753315,0.55849246685
276,web3.js,lodestar,0.60224822915,0.39775177085
278,web3.js,ethers.js,0.33612623305,0.66387376695
281,web3.js,js-ipfs,0.70159757600,0.29840242400
282,web3.js,web3.py,0.50194176250,0.49805823750
285,web3.js,go-libp2p,0.45454564460,0.54545435540
286,web3.js,reth,0.62500017970,0.37499982030
287,web3.js,core,0.76219547470,0.23780452530
288,web3.js,prettier-plugin-solidity,0.72836398720,0.27163601280
291,web3.js,go-ipa,0.83333317360,0.16666682640
293,web3.js,account-abstraction,0.50000000000,0.50000000000
294,web3.js,solhint,0.92592545270,0.07407454730
295,js-ipfs,go-ethereum,0.22795584370,0.77204415630
298,js-ipfs,ethers.js,0.23390041286,0.76609958714
301,js-ipfs,go-ipa,0.81967153620,0.18032846380
302,js-ipfs,revm,0.53191424940,0.46808575060
303,js-ipfs,account-abstraction,0.47618975910,0.52381024090
304,mocha,gulp,0.66561005707,0.33438994293
305,mocha,readline,0.98083924408,0.01916075592
306,mocha,debug,0.94541452680,0.05458547320
307,mocha,babel,0.13637295381,0.86362704619
308,mocha,colors.js,0.66951884580,0.33048115420
309,mocha,levelup,0.99035508479,0.00964491521
311,mocha,slim-sprig,0.97599725929,0.02400274071
312,mocha,electron,0.69971525168,0.30028474832
313,mocha,svgr,0.87635007650,0.12364992350
317,mocha,eslint,0.13778200948,0.86221799052
318,mocha,long.js,0.32536544212,0.67463455788
320,mocha,react,0.88850404972,0.11149595028
321,mocha,cssnano,0.97979098274,0.02020901726
324,mocha,go-minisign,0.87906892819,0.12093107181
327,mocha,browserslist,0.86454767149,0.13545232851
328,mocha,floating-ui,0.76301411610,0.23698588390
329,mocha,go-isatty,0.94152997465,0.05847002535
330,mocha,clap,0.91622177576,0.08377822424
331,mocha,entities,0.32880658440,0.67119341560
334,mocha,axios,0.72445665106,0.27554334894
335,mocha,color-name,0.97224791860,0.02775208140
336,mocha,snappy,0.93608296105,0.06391703895
337,mocha,eslint-plugin-import,0.93050990389,0.06949009611
338,mocha,sentry-javascript,0.11039491881,0.88960508119
339,mocha,object-schema,0.73883327582,0.26116672418
340,mocha,boa,0.83951033302,0.16048966698
341,mocha,parse5,0.99727520208,0.00272479792
342,mocha,ethers.js,0.95734106810,0.04265893190
343,mocha,formatjs,0.96384837000,0.03615163000
345,mocha,node-ignore,0.99974967265,0.00025032735
346,mocha,flatbuffers,0.78488455470,0.21511544530
348,mocha,fastify,0.90578960217,0.09421039783
349,mocha,picocolors,0.99909173480,0.00090826520
350,gulp,readline,0.88320944643,0.11679055357
353,gulp,slim-sprig,0.95283578934,0.04716421066
354,gulp,electron,0.59760559323,0.40239440677
356,gulp,emotion,0.65862230003,0.34137769997
357,gulp,coinbase-wallet-sdk,0.24048367674,0.75951632325
358,gulp,iter,0.11443530290,0.88556469710
360,gulp,long.js,0.19981798745,0.80018201255
361,gulp,react,0.86897541858,0.13102458142
363,gulp,ajv,0.57711539003,0.42288460997
364,gulp,browserslist,0.77771059313,0.22228940687
365,gulp,floating-ui,0.65221466484,0.34778533516
370,gulp,color-name,0.97531372150,0.02468627850
373,gulp,boa,0.78532428240,0.21467571760
374,gulp,ethers.js,0.92281982980,0.07718017020
375,gulp,formatjs,0.93811345085,0.06188654915
376,gulp,flatbuffers,0.57252778570,0.42747221430
377,gulp,biome,0.43914079838,0.56085920162
378,gulp,fastify,0.81395229885,0.18604770115
379,gulp,picocolors,0.99809160310,0.00190839690
380,webpack,mocha,0.90068991443,0.09931008557
381,webpack,gulp,0.94528804594,0.05471195406
382,webpack,readline,0.99825617158,0.00174382842
383,webpack,redux-saga,0.96783630493,0.03216369507
384,webpack,debug,0.99184635344,0.00815364656
385,webpack,babel,0.56778142160,0.43221857840
386,webpack,vue,0.67607682681,0.32392317319
387,webpack,colors.js,0.95128073375,0.04871926625
389,webpack,levelup,0.99922843634,0.00077156366
390,webpack,rollup,0.94771491490,0.05228508510
391,webpack,bignumber.js,0.98580545033,0.01419454967
392,webpack,slim-sprig,0.99631734262,0.00368265738
393,webpack,electron,0.94633531222,0.05366468778
395,webpack,emotion,0.94573820399,0.05426179601
396,webpack,cmd-shim,0.86901920782,0.13098079218
397,webpack,coinbase-wallet-sdk,0.70380843910,0.29619156090
398,webpack,swc,0.93545446621,0.06454553379
399,webpack,iter,0.75066777500,0.24933222500
400,webpack,type-fest,0.86149298458,0.13850701542
401,webpack,eslint,0.56340832534,0.43659167466
402,webpack,js-crc32,0.99833402513,0.00166597487
404,webpack,color-convert,0.94148312475,0.05851687525
405,webpack,pump,0.81053511890,0.18946488110
406,webpack,prettier,0.84459694101,0.15540305899
407,webpack,typescript-eslint,0.89567676088,0.10432323912
410,webpack,tough-cookie,0.63858481081,0.36141518919
413,webpack,go-minisign,0.98159293564,0.01840706436
414,webpack,polka,0.92564027840,0.07435972160
418,webpack,postcss,0.95989990062,0.04010009938
419,webpack,ajv,0.93588286164,0.06411713836
420,webpack,source-map,0.99472071255,0.00527928745
422,webpack,floating-ui,0.94926018296,0.05073981704
425,webpack,clap,0.98644314288,0.01355685712
426,webpack,entities,0.81802967760,0.18197032240
427,webpack,qs,0.95555000442,0.04444999558
428,webpack,fast-deep-equal,0.91957669820,0.08042330180
429,webpack,tokio,0.73754366835,0.26245633165
430,webpack,magic-string,0.99936483188,0.00063516812
432,webpack,webdriverio,0.94386144792,0.05613855208
435,webpack,color-name,0.99853810070,0.00146189930
438,webpack,swr,0.97628090666,0.02371909334
441,webpack,object-schema,0.92319328170,0.07680671830
442,webpack,walletconnect-monorepo,0.99998062020,0.00001937980
445,webpack,pandas,0.75287756779,0.24712243221
446,webpack,parse5,0.99952004852,0.00047995148
447,webpack,ethers.js,0.99299375630,0.00700624370
448,webpack,js-yaml,0.99258589420,0.00741410580
449,webpack,formatjs,0.99412529195,0.00587470805
452,webpack,go-sysconf,0.76340589950,0.23659410050
453,webpack,vitest,0.96306356361,0.03693643639
454,webpack,flatbuffers,0.95831596500,0.04168403500
455,webpack,biome,0.84575109898,0.15424890102
456,webpack,fastify,0.97509585280,0.02490414720
457,webpack,rust-smallvec,0.81564864123,0.18435135877
459,redux-saga,gulp,0.35785864686,0.64214135314
460,redux-saga,mocha,0.23118758588,0.76881241412
465,redux-saga,rxjs,0.98638012357,0.01361987643
467,redux-saga,bignumber.js,0.85984040772,0.14015959228
468,redux-saga,slim-sprig,0.92098710858,0.07901289142
470,redux-saga,svgr,0.67254660536,0.32745339464
471,redux-saga,emotion,0.55571197819,0.44428802181
474,redux-saga,iter,0.02280526476,0.97719473524
475,redux-saga,eslint,0.04467911750,0.95532088250
476,redux-saga,long.js,0.13833703224,0.86166296776
477,redux-saga,color-convert,0.32171914275,0.67828085725
478,redux-saga,pump,0.08508352272,0.91491647728
481,redux-saga,cssnano,0.95697625923,0.04302374077
482,redux-saga,darwin-libproc,0.99619647255,0.00380352745
483,redux-saga,immer,0.91829791214,0.08170208786
484,redux-saga,go-minisign,0.73257537139,0.26742462861
485,redux-saga,polka,0.62812571922,0.37187428078
488,redux-saga,webrtc,0.77902586767,0.22097413233
489,redux-saga,postcss,0.63191947667,0.36808052333
490,redux-saga,ajv,0.49412308548,0.50587691452
492,redux-saga,browserslist,0.70272614274,0.29727385726
493,redux-saga,floating-ui,0.56403887083,0.43596112917
494,redux-saga,node-fetch,0.88951637465,0.11048362535
495,redux-saga,go-isatty,0.82367673106,0.17632326894
497,redux-saga,entities,0.13885955650,0.86114044350
498,redux-saga,qs,0.66867545887,0.33132454113
500,redux-saga,axios,0.53792573915,0.46207426085
501,redux-saga,numpy,0.23216164291,0.76783835709
503,redux-saga,snappy,0.81960914045,0.18039085955
504,redux-saga,eslint-plugin-import,0.80177231399,0.19822768601
505,redux-saga,abort-controller,0.39342472400,0.60657527600
506,redux-saga,sentry-javascript,0.04729529437,0.95270470563
509,redux-saga,pandas,0.22541152904,0.77458847096
510,redux-saga,parse5,0.98992662571,0.01007337429
511,redux-saga,ethers.js,0.89154020710,0.10845979290
513,redux-saga,formatjs,0.90653936595,0.09346063405
514,redux-saga,addchain,0.15697184290,0.84302815710
515,redux-saga,node-ignore,0.99918325025,0.00081674975
516,redux-saga,flatbuffers,0.55830388690,0.44169611310
517,redux-saga,biome,0.33759013038,0.66240986962
518,redux-saga,fastify,0.70640553337,0.29359446663
519,redux-saga,picocolors,0.99422632790,0.00577367210
520,debug,readline,0.82089181136,0.17910818864
521,debug,babel,0.00845133036,0.99154866964
524,debug,long.js,0.01877700675,0.98122299325
525,debug,cssnano,0.83195387826,0.16804612174
526,debug,ajv,0.24209884053,0.75790115947
527,debug,browserslist,0.38938349261,0.61061650739
530,debug,color-name,0.74947807930,0.25052192070
531,debug,snappy,0.68642008640,0.31357991360
532,debug,boa,0.61498916617,0.38501083383
535,readline,babel,0.00382276519,0.99617723481
537,readline,browserslist,0.02136861123,0.97863138877
538,readline,axios,0.13545792857,0.86454207143
540,vue,redux-saga,0.91412421292,0.08587578708
541,vue,debug,0.98609997537,0.01390002463
542,vue,readline,0.99319982573,0.00680017427
543,vue,colors.js,0.82677882722,0.17322117278
546,vue,gulp,0.84669867530,0.15330132470
547,vue,rxjs,0.99853450100,0.00146549900
549,vue,rollup,0.88756419588,0.11243580412
551,vue,slim-sprig,0.99481637218,0.00518362782
553,vue,svgr,0.96775948516,0.03224051484
554,vue,emotion,0.93415455826,0.06584544174
557,vue,swc,0.93542827073,0.06457172927
559,vue,type-fest,0.80530246318,0.19469753682
560,vue,eslint,0.44651851032,0.55348148968
561,vue,js-crc32,0.99560249875,0.00439750125
563,vue,color-convert,0.91925740545,0.08074259455
564,vue,pump,0.60244732010,0.39755267990
567,vue,react,0.91313382068,0.08686617932
570,vue,darwin-libproc,0.99967580848,0.00032419152
571,vue,immer,0.99405930414,0.00594069586
572,vue,go-minisign,0.96748484908,0.03251515092
575,vue,dotenv,0.99850872415,0.00149127585
576,vue,webrtc,0.96742654802,0.03257345198
577,vue,postcss,0.93302440122,0.06697559878
578,vue,ajv,0.92231679221,0.07768320779
580,vue,browserslist,0.97147951385,0.02852048615
581,vue,floating-ui,0.94505211057,0.05494788943
584,vue,clap,0.98221269082,0.01778730918
585,vue,entities,0.83975240720,0.16024759280
586,vue,qs,0.95120447612,0.04879552388
587,vue,fast-deep-equal,0.92406846860,0.07593153140
588,vue,tokio,0.68791090326,0.31208909674
589,vue,magic-string,0.99841843310,0.00158156690
590,vue,axios,0.92189252071,0.07810747929
591,vue,numpy,0.71896632485,0.28103367515
592,vue,color-name,0.99667810870,0.00332189130
593,vue,snappy,0.98511039675,0.01488960325
594,vue,eslint-plugin-import,0.98707346119,0.01292653881
596,vue,abort-controller,0.89145772280,0.10854227720
598,vue,object-schema,0.93473312028,0.06526687972
601,vue,pandas,0.76935211429,0.23064788571
604,vue,js-yaml,0.99214818009,0.00785181991
605,vue,formatjs,0.99466739920,0.00533260080
607,vue,node-ignore,0.99995216870,0.00004783130
608,vue,go-sysconf,0.75350401340,0.24649598660
609,vue,vitest,0.97249476077,0.02750523923
610,vue,flatbuffers,0.94607807890,0.05392192110
614,vue,picocolors,0.99985926590,0.00014073410
615,colors.js,debug,0.91975997843,0.08024002157
616,colors.js,readline,0.88473425892,0.11526574108
617,colors.js,babel,0.05350264351,0.94649735649
618,colors.js,gulp,0.38550224149,0.61449775851
619,colors.js,slim-sprig,0.96856061082,0.03143938918
620,colors.js,electron,0.73734047246,0.26265952754
621,colors.js,levelup,0.93367302050,0.06632697950
623,colors.js,cssnano,0.97444907413,0.02555092587
624,colors.js,emotion,0.78901847170,0.21098152830
625,colors.js,go-minisign,0.75336886563,0.24663113437
626,colors.js,browserslist,0.89189791353,0.10810208647
627,colors.js,svgr,0.81853281850,0.18146718150
628,colors.js,floating-ui,0.89371503243,0.10628496757
629,colors.js,react,0.73463752437,0.26536247563
630,colors.js,immer,0.94396663060,0.05603336940
631,colors.js,clap,0.88070234170,0.11929765830
633,colors.js,darwin-libproc,0.99727747120,0.00272252880
634,colors.js,axios,0.94198197893,0.05801802107
635,colors.js,qs,0.98095058470,0.01904941530
636,colors.js,long.js,0.20193435125,0.79806564875
637,colors.js,color-name,0.95589856670,0.04410143330
639,colors.js,eslint-plugin-import,0.97003246480,0.02996753520
640,colors.js,boa,0.99957111000,0.00042889000
641,colors.js,object-schema,0.94218952130,0.05781047870
642,rxjs,debug,0.27757866607,0.72242133393
644,rxjs,mocha,0.00564797830,0.99435202170
646,rxjs,levelup,0.39972527475,0.60027472525
647,rxjs,eslint,0.00131430224,0.99868569776
648,rxjs,js-yaml,0.32467532470,0.67532467530
649,rxjs,parse5,0.76923076920,0.23076923080
650,rxjs,polka,0.00552486188,0.99447513812
653,rxjs,react,0.52083333330,0.47916666670
654,rxjs,clap,0.04184100418,0.95815899582
657,rxjs,sentry-javascript,0.00155753536,0.99844246464
659,rxjs,long.js,0.00138186441,0.99861813559
660,rxjs,node-fetch,0.08710801394,0.91289198606
661,rxjs,immer,0.40000000000,0.60000000000
662,rxjs,ajv,0.01191327138,0.98808672862
663,rxjs,pandas,0.01823486506,0.98176513494
664,rxjs,go-minisign,0.06622516556,0.93377483444
665,rxjs,formatjs,0.20000000000,0.80000000000
667,rxjs,object-schema,0.04163197336,0.95836802664
668,rxjs,addchain,0.00497512438,0.99502487562
669,rxjs,node-ignore,0.96153846150,0.03846153850
670,rxjs,browserslist,0.06305170240,0.93694829760
672,rxjs,numpy,0.00075276264,0.99924723736
673,rxjs,cssnano,0.52631578950,0.47368421050
674,rxjs,pytest,0.00743494424,0.99256505576
675,rxjs,emotion,0.01075037626,0.98924962374
676,rxjs,fast-deep-equal,0.08223684211,0.91776315789
678,rxjs,prettier,0.00490003920,0.99509996080
682,rxjs,darwin-libproc,0.92592592590,0.07407407410
684,rxjs,postcss,0.04488330341,0.95511669659
685,flatted,vue,0.03006675683,0.96993324317
687,flatted,levelup,0.88256726255,0.11743273745
688,flatted,debug,0.70573693096,0.29426306904
689,flatted,babel,0.00976683130,0.99023316870
690,flatted,webpack,0.00898368741,0.99101631259
691,flatted,gulp,0.14469936313,0.85530063687
693,flatted,rxjs,0.98360655740,0.01639344260
695,flatted,bignumber.js,0.77519679435,0.22480320565
697,flatted,slim-sprig,0.86255028148,0.13744971852
698,flatted,electron,0.21274461874,0.78725538126
699,flatted,svgr,0.37861903385,0.62138096615
700,flatted,emotion,0.50675490517,0.49324509483
702,flatted,cmd-shim,0.43689280903,0.56310719097
703,flatted,coinbase-wallet-sdk,0.07322654462,0.92677345538
704,flatted,swc,0.54340569117,0.45659430883
705,flatted,iter,0.01402524544,0.98597475456
707,flatted,eslint,0.01746305302,0.98253694698
708,flatted,js-crc32,0.81630005710,0.18369994290
709,flatted,long.js,0.04515043128,0.95484956872
710,flatted,color-convert,0.42098445600,0.57901554400
711,flatted,pump,0.04195500287,0.95804499713
712,flatted,prettier,0.09833853722,0.90166146278
714,flatted,react,0.68570563698,0.31429436302
715,flatted,cssnano,0.82574729617,0.17425270383
716,flatted,tough-cookie,0.05005325555,0.94994674445
717,flatted,darwin-libproc,0.97975908996,0.02024091004
718,flatted,immer,0.83002844161,0.16997155839
720,flatted,polka,0.65522308812,0.34477691188
721,flatted,pytest,0.28600767454,0.71399232546
723,flatted,webrtc,0.56060829573,0.43939170427
724,flatted,postcss,0.39862682018,0.60137317982
725,flatted,ajv,0.41368930398,0.58631069602
726,flatted,source-map,0.67046389555,0.32953610445
727,flatted,browserslist,0.54911842810,0.45088157190
729,flatted,node-fetch,0.84306302842,0.15693697158
731,flatted,clap,0.52288120970,0.47711879030
732,flatted,tokio,0.04978526152,0.95021473848
733,flatted,magic-string,0.89279209005,0.10720790995
734,flatted,axios,0.53770081904,0.46229918096
736,flatted,webdriverio,0.74286538332,0.25713461668
738,flatted,module-error,0.77991967870,0.22008032130
739,flatted,color-name,0.89000916590,0.10999083410
740,flatted,swr,0.39498551340,0.60501448660
741,flatted,walletconnect-monorepo,0.99865771810,0.00134228190
742,flatted,eslint-plugin-import,0.55231517163,0.44768482837
744,flatted,boa,0.74206032283,0.25793967717
746,flatted,pandas,0.03168300177,0.96831699823
748,flatted,js-yaml,0.92217898830,0.07782101170
749,flatted,vitest,0.81630309990,0.18369690010
750,flatted,fastify,0.96998635740,0.03001364260
751,flatted,biome,0.21110451310,0.78889548690
752,webassemblyjs,vue,0.16634357456,0.83365642544
753,webassemblyjs,redux-saga,0.58269653527,0.41730346473
754,webassemblyjs,levelup,0.93569818897,0.06430181103
755,webassemblyjs,debug,0.88398584460,0.11601415540
758,webassemblyjs,webpack,0.02082980907,0.97917019093
759,webassemblyjs,gulp,0.26193059971,0.73806940029
761,webassemblyjs,rxjs,0.98962655600,0.01037344400
763,webassemblyjs,bignumber.js,0.65075954895,0.34924045105
764,webassemblyjs,colors.js,0.87320476000,0.12679524000
767,webassemblyjs,svgr,0.43756142270,0.56243857730
768,webassemblyjs,emotion,0.87574863930,0.12425136070
769,webassemblyjs,readline,0.99361837910,0.00638162090
770,webassemblyjs,cmd-shim,0.81181317043,0.18818682957
771,webassemblyjs,markdown-table,0.55835636390,0.44164363610
772,webassemblyjs,coinbase-wallet-sdk,0.04005688552,0.95994311448
774,webassemblyjs,iter,0.00745643062,0.99254356938
775,webassemblyjs,type-fest,0.44875790180,0.55124209820
776,webassemblyjs,eslint,0.04042635257,0.95957364743
778,webassemblyjs,long.js,0.15599512520,0.84400487480
779,webassemblyjs,color-convert,0.78825201330,0.21174798670
780,webassemblyjs,pump,0.05474584636,0.94525415364
781,webassemblyjs,prettier,0.68168783290,0.31831216710
783,rollup,levelup,0.97078525674,0.02921474326
784,rollup,debug,0.85322128337,0.14677871663
