id,project_a,project_b
522,https://github.com/debug-js/debug,https://github.com/coinbase/coinbase-wallet-sdk
523,https://github.com/debug-js/debug,https://github.com/bradfitz/iter
528,https://github.com/debug-js/debug,https://github.com/clap-rs/clap
529,https://github.com/debug-js/debug,https://github.com/axios/axios
533,https://github.com/debug-js/debug,https://github.com/biomejs/biome
534,https://github.com/debug-js/debug,https://github.com/alexeyraspopov/picocolors
536,https://github.com/chzyer/readline,https://github.com/ajv-validator/ajv
539,https://github.com/chzyer/readline,https://github.com/boa-dev/boa
544,https://github.com/vuejs/vue,https://github.com/mochajs/mocha
545,https://github.com/vuejs/vue,https://github.com/babel/babel
548,https://github.com/vuejs/vue,https://github.com/level/levelup
550,https://github.com/vuejs/vue,https://github.com/mikemcl/bignumber.js
552,https://github.com/vuejs/vue,https://github.com/electron/electron
555,https://github.com/vuejs/vue,https://github.com/pnpm/cmd-shim
556,https://github.com/vuejs/vue,https://github.com/coinbase/coinbase-wallet-sdk
558,https://github.com/vuejs/vue,https://github.com/bradfitz/iter
562,https://github.com/vuejs/vue,https://github.com/dcodeio/long.js
565,https://github.com/vuejs/vue,https://github.com/prettier/prettier
566,https://github.com/vuejs/vue,https://github.com/typescript-eslint/typescript-eslint
568,https://github.com/vuejs/vue,https://github.com/cssnano/cssnano
569,https://github.com/vuejs/vue,https://github.com/salesforce/tough-cookie
573,https://github.com/vuejs/vue,https://github.com/lukeed/polka
574,https://github.com/vuejs/vue,https://github.com/pytest-dev/pytest
579,https://github.com/vuejs/vue,https://github.com/mozilla/source-map
582,https://github.com/vuejs/vue,https://github.com/node-fetch/node-fetch
583,https://github.com/vuejs/vue,https://github.com/mattn/go-isatty
595,https://github.com/vuejs/vue,https://github.com/vercel/swr
597,https://github.com/vuejs/vue,https://github.com/getsentry/sentry-javascript
599,https://github.com/vuejs/vue,https://github.com/streetsidesoftware/cspell
600,https://github.com/vuejs/vue,https://github.com/boa-dev/boa
602,https://github.com/vuejs/vue,https://github.com/inikulin/parse5
603,https://github.com/vuejs/vue,https://github.com/ethers-io/ethers.js
606,https://github.com/vuejs/vue,https://github.com/mmcloughlin/addchain
611,https://github.com/vuejs/vue,https://github.com/biomejs/biome
612,https://github.com/vuejs/vue,https://github.com/fastify/fastify
613,https://github.com/vuejs/vue,https://github.com/servo/rust-smallvec
622,https://github.com/marak/colors.js,https://github.com/eslint/eslint
632,https://github.com/marak/colors.js,https://github.com/ajv-validator/ajv
638,https://github.com/marak/colors.js,https://github.com/lukeed/polka
643,https://github.com/reactivex/rxjs,https://github.com/gulpjs/gulp
645,https://github.com/reactivex/rxjs,https://github.com/babel/babel
651,https://github.com/reactivex/rxjs,https://github.com/go-task/slim-sprig
652,https://github.com/reactivex/rxjs,https://github.com/ethers-io/ethers.js
655,https://github.com/reactivex/rxjs,https://github.com/floating-ui/floating-ui
656,https://github.com/reactivex/rxjs,https://github.com/import-js/eslint-plugin-import
658,https://github.com/reactivex/rxjs,https://github.com/pnpm/cmd-shim
666,https://github.com/reactivex/rxjs,https://github.com/electron/electron
671,https://github.com/reactivex/rxjs,https://github.com/mattn/go-isatty
677,https://github.com/reactivex/rxjs,https://github.com/pion/webrtc
679,https://github.com/reactivex/rxjs,https://github.com/axios/axios
680,https://github.com/reactivex/rxjs,https://github.com/motdotla/dotenv
681,https://github.com/reactivex/rxjs,https://github.com/chzyer/readline
683,https://github.com/reactivex/rxjs,https://github.com/boa-dev/boa
686,https://github.com/webreflection/flatted,https://github.com/redux-saga/redux-saga
692,https://github.com/webreflection/flatted,https://github.com/mochajs/mocha
694,https://github.com/webreflection/flatted,https://github.com/rollup/rollup
696,https://github.com/webreflection/flatted,https://github.com/marak/colors.js
701,https://github.com/webreflection/flatted,https://github.com/chzyer/readline
706,https://github.com/webreflection/flatted,https://github.com/sindresorhus/type-fest
713,https://github.com/webreflection/flatted,https://github.com/typescript-eslint/typescript-eslint
719,https://github.com/webreflection/flatted,https://github.com/jedisct1/go-minisign
722,https://github.com/webreflection/flatted,https://github.com/motdotla/dotenv
728,https://github.com/webreflection/flatted,https://github.com/floating-ui/floating-ui
730,https://github.com/webreflection/flatted,https://github.com/mattn/go-isatty
735,https://github.com/webreflection/flatted,https://github.com/ljharb/qs
737,https://github.com/webreflection/flatted,https://github.com/numpy/numpy
743,https://github.com/webreflection/flatted,https://github.com/streetsidesoftware/cspell
745,https://github.com/webreflection/flatted,https://github.com/humanwhocodes/object-schema
747,https://github.com/webreflection/flatted,https://github.com/inikulin/parse5
756,https://github.com/xtuc/webassemblyjs,https://github.com/webreflection/flatted
757,https://github.com/xtuc/webassemblyjs,https://github.com/babel/babel
760,https://github.com/xtuc/webassemblyjs,https://github.com/mochajs/mocha
762,https://github.com/xtuc/webassemblyjs,https://github.com/rollup/rollup
765,https://github.com/xtuc/webassemblyjs,https://github.com/go-task/slim-sprig
766,https://github.com/xtuc/webassemblyjs,https://github.com/electron/electron
773,https://github.com/xtuc/webassemblyjs,https://github.com/swc-project/swc
777,https://github.com/xtuc/webassemblyjs,https://github.com/sheetjs/js-crc32
782,https://github.com/rollup/rollup,https://github.com/redux-saga/redux-saga
786,https://github.com/rollup/rollup,https://github.com/gulpjs/gulp
788,https://github.com/rollup/rollup,https://github.com/reactivex/rxjs
790,https://github.com/rollup/rollup,https://github.com/marak/colors.js
791,https://github.com/rollup/rollup,https://github.com/go-task/slim-sprig
795,https://github.com/rollup/rollup,https://github.com/chzyer/readline
799,https://github.com/rollup/rollup,https://github.com/eslint/eslint
802,https://github.com/rollup/rollup,https://github.com/mafintosh/pump
803,https://github.com/rollup/rollup,https://github.com/prettier/prettier
804,https://github.com/rollup/rollup,https://github.com/facebook/react
806,https://github.com/rollup/rollup,https://github.com/heim-rs/darwin-libproc
808,https://github.com/rollup/rollup,https://github.com/jedisct1/go-minisign
810,https://github.com/rollup/rollup,https://github.com/pytest-dev/pytest
811,https://github.com/rollup/rollup,https://github.com/motdotla/dotenv
812,https://github.com/rollup/rollup,https://github.com/pion/webrtc
813,https://github.com/rollup/rollup,https://github.com/postcss/postcss
818,https://github.com/rollup/rollup,https://github.com/node-fetch/node-fetch
819,https://github.com/rollup/rollup,https://github.com/mattn/go-isatty
830,https://github.com/rollup/rollup,https://github.com/mysticatea/abort-controller
832,https://github.com/rollup/rollup,https://github.com/humanwhocodes/object-schema
839,https://github.com/rollup/rollup,https://github.com/mmcloughlin/addchain
840,https://github.com/rollup/rollup,https://github.com/kaelzhang/node-ignore
841,https://github.com/rollup/rollup,https://github.com/google/flatbuffers
843,https://github.com/rollup/rollup,https://github.com/fastify/fastify
845,https://github.com/level/levelup,https://github.com/debug-js/debug
848,https://github.com/level/levelup,https://github.com/go-task/slim-sprig
858,https://github.com/level/levelup,https://github.com/cssnano/cssnano
860,https://github.com/level/levelup,https://github.com/immerjs/immer
863,https://github.com/level/levelup,https://github.com/browserslist/browserslist
865,https://github.com/level/levelup,https://github.com/clap-rs/clap
868,https://github.com/level/levelup,https://github.com/axios/axios
870,https://github.com/level/levelup,https://github.com/brooooooklyn/snappy
872,https://github.com/level/levelup,https://github.com/getsentry/sentry-javascript
875,https://github.com/level/levelup,https://github.com/inikulin/parse5
880,https://github.com/level/levelup,https://github.com/biomejs/biome
882,https://github.com/level/levelup,https://github.com/alexeyraspopov/picocolors
888,https://github.com/mikemcl/bignumber.js,https://github.com/electron/electron
890,https://github.com/mikemcl/bignumber.js,https://github.com/emotion-js/emotion
894,https://github.com/mikemcl/bignumber.js,https://github.com/facebook/react
898,https://github.com/mikemcl/bignumber.js,https://github.com/jedisct1/go-minisign
904,https://github.com/mikemcl/bignumber.js,https://github.com/mattn/go-isatty
906,https://github.com/mikemcl/bignumber.js,https://github.com/clap-rs/clap
908,https://github.com/mikemcl/bignumber.js,https://github.com/brooooooklyn/snappy
913,https://github.com/mikemcl/bignumber.js,https://github.com/ethers-io/ethers.js
922,https://github.com/go-task/slim-sprig,https://github.com/electron/electron
927,https://github.com/go-task/slim-sprig,https://github.com/facebook/react
928,https://github.com/go-task/slim-sprig,https://github.com/cssnano/cssnano
930,https://github.com/go-task/slim-sprig,https://github.com/browserslist/browserslist
933,https://github.com/go-task/slim-sprig,https://github.com/fb55/entities
938,https://github.com/go-task/slim-sprig,https://github.com/coinbase/coinbase-wallet-sdk
941,https://github.com/go-task/slim-sprig,https://github.com/ethers-io/ethers.js
943,https://github.com/go-task/slim-sprig,https://github.com/biomejs/biome
945,https://github.com/go-task/slim-sprig,https://github.com/alexeyraspopov/picocolors
946,https://github.com/electron/electron,https://github.com/babel/babel
950,https://github.com/electron/electron,https://github.com/bradfitz/iter
953,https://github.com/electron/electron,https://github.com/ajv-validator/ajv
963,https://github.com/gregberge/svgr,https://github.com/electron/electron
965,https://github.com/gregberge/svgr,https://github.com/debug-js/debug
966,https://github.com/gregberge/svgr,https://github.com/emotion-js/emotion
970,https://github.com/gregberge/svgr,https://github.com/facebook/react
977,https://github.com/gregberge/svgr,https://github.com/clap-rs/clap
979,https://github.com/gregberge/svgr,https://github.com/brooooooklyn/snappy
986,https://github.com/emotion-js/emotion,https://github.com/bradfitz/iter
991,https://github.com/emotion-js/emotion,https://github.com/clap-rs/clap
998,https://github.com/pnpm/cmd-shim,https://github.com/debug-js/debug
1000,https://github.com/pnpm/cmd-shim,https://github.com/chzyer/readline
1002,https://github.com/pnpm/cmd-shim,https://github.com/babel/babel
1004,https://github.com/pnpm/cmd-shim,https://github.com/mochajs/mocha
1007,https://github.com/pnpm/cmd-shim,https://github.com/coinbase/coinbase-wallet-sdk
1012,https://github.com/pnpm/cmd-shim,https://github.com/mafintosh/pump
1018,https://github.com/pnpm/cmd-shim,https://github.com/jedisct1/go-minisign
1019,https://github.com/pnpm/cmd-shim,https://github.com/lukeed/polka
1023,https://github.com/pnpm/cmd-shim,https://github.com/mozilla/source-map
1024,https://github.com/pnpm/cmd-shim,https://github.com/browserslist/browserslist
1026,https://github.com/pnpm/cmd-shim,https://github.com/node-fetch/node-fetch
1028,https://github.com/pnpm/cmd-shim,https://github.com/marak/colors.js
1030,https://github.com/pnpm/cmd-shim,https://github.com/fb55/entities
1033,https://github.com/pnpm/cmd-shim,https://github.com/axios/axios
1035,https://github.com/pnpm/cmd-shim,https://github.com/colorjs/color-name
1037,https://github.com/pnpm/cmd-shim,https://github.com/import-js/eslint-plugin-import
1038,https://github.com/pnpm/cmd-shim,https://github.com/mysticatea/abort-controller
1042,https://github.com/pnpm/cmd-shim,https://github.com/pandas-dev/pandas
1043,https://github.com/pnpm/cmd-shim,https://github.com/inikulin/parse5
1045,https://github.com/pnpm/cmd-shim,https://github.com/nodeca/js-yaml
1048,https://github.com/pnpm/cmd-shim,https://github.com/kaelzhang/node-ignore
1053,https://github.com/wooorm/markdown-table,https://github.com/debug-js/debug
1054,https://github.com/wooorm/markdown-table,https://github.com/webreflection/flatted
1056,https://github.com/wooorm/markdown-table,https://github.com/chzyer/readline
1062,https://github.com/wooorm/markdown-table,https://github.com/rollup/rollup
1065,https://github.com/wooorm/markdown-table,https://github.com/mochajs/mocha
1068,https://github.com/wooorm/markdown-table,https://github.com/sheetjs/js-crc32
1069,https://github.com/wooorm/markdown-table,https://github.com/dcodeio/long.js
1072,https://github.com/wooorm/markdown-table,https://github.com/swc-project/swc
1074,https://github.com/wooorm/markdown-table,https://github.com/eslint/eslint
1075,https://github.com/wooorm/markdown-table,https://github.com/prettier/prettier
1076,https://github.com/wooorm/markdown-table,https://github.com/mikemcl/bignumber.js
1079,https://github.com/wooorm/markdown-table,https://github.com/cssnano/cssnano
1081,https://github.com/wooorm/markdown-table,https://github.com/heim-rs/darwin-libproc
1085,https://github.com/wooorm/markdown-table,https://github.com/pytest-dev/pytest
1090,https://github.com/wooorm/markdown-table,https://github.com/ajv-validator/ajv
1092,https://github.com/wooorm/markdown-table,https://github.com/humanwhocodes/object-schema
1095,https://github.com/wooorm/markdown-table,https://github.com/node-fetch/node-fetch
1103,https://github.com/wooorm/markdown-table,https://github.com/tokio-rs/tokio
1104,https://github.com/wooorm/markdown-table,https://github.com/floating-ui/floating-ui
1105,https://github.com/coinbase/coinbase-wallet-sdk,https://github.com/babel/babel
1109,https://github.com/coinbase/coinbase-wallet-sdk,https://github.com/ajv-validator/ajv
1111,https://github.com/coinbase/coinbase-wallet-sdk,https://github.com/browserslist/browserslist
1114,https://github.com/swc-project/swc,https://github.com/coinbase/coinbase-wallet-sdk
1115,https://github.com/swc-project/swc,https://github.com/electron/electron
1117,https://github.com/swc-project/swc,https://github.com/gregberge/svgr
1118,https://github.com/swc-project/swc,https://github.com/pnpm/cmd-shim
1124,https://github.com/swc-project/swc,https://github.com/gulpjs/gulp
1129,https://github.com/swc-project/swc,https://github.com/qix-/color-convert
1133,https://github.com/swc-project/swc,https://github.com/mikemcl/bignumber.js
1134,https://github.com/swc-project/swc,https://github.com/facebook/react
1135,https://github.com/swc-project/swc,https://github.com/cssnano/cssnano
1136,https://github.com/swc-project/swc,https://github.com/salesforce/tough-cookie
1139,https://github.com/swc-project/swc,https://github.com/jedisct1/go-minisign
1147,https://github.com/swc-project/swc,https://github.com/mozilla/source-map
1150,https://github.com/swc-project/swc,https://github.com/node-fetch/node-fetch
1158,https://github.com/swc-project/swc,https://github.com/axios/axios
1160,https://github.com/swc-project/swc,https://github.com/colorjs/color-name
1162,https://github.com/swc-project/swc,https://github.com/import-js/eslint-plugin-import
1165,https://github.com/swc-project/swc,https://github.com/humanwhocodes/object-schema
1172,https://github.com/swc-project/swc,https://github.com/formatjs/formatjs
1175,https://github.com/swc-project/swc,https://github.com/reactivex/rxjs
1179,https://github.com/swc-project/swc,https://github.com/servo/rust-smallvec
1188,https://github.com/sindresorhus/type-fest,https://github.com/pnpm/cmd-shim
1189,https://github.com/sindresorhus/type-fest,https://github.com/debug-js/debug
1193,https://github.com/sindresorhus/type-fest,https://github.com/gulpjs/gulp
1201,https://github.com/sindresorhus/type-fest,https://github.com/prettier/prettier
1205,https://github.com/sindresorhus/type-fest,https://github.com/salesforce/tough-cookie
1207,https://github.com/sindresorhus/type-fest,https://github.com/immerjs/immer
1211,https://github.com/sindresorhus/type-fest,https://github.com/motdotla/dotenv
1212,https://github.com/sindresorhus/type-fest,https://github.com/pion/webrtc
1221,https://github.com/sindresorhus/type-fest,https://github.com/marak/colors.js
1222,https://github.com/sindresorhus/type-fest,https://github.com/clap-rs/clap
1229,https://github.com/sindresorhus/type-fest,https://github.com/colorjs/color-name
1234,https://github.com/sindresorhus/type-fest,https://github.com/humanwhocodes/object-schema
1235,https://github.com/sindresorhus/type-fest,https://github.com/boa-dev/boa
1236,https://github.com/sindresorhus/type-fest,https://github.com/pandas-dev/pandas
1238,https://github.com/sindresorhus/type-fest,https://github.com/ethers-io/ethers.js
1243,https://github.com/sindresorhus/type-fest,https://github.com/reactivex/rxjs
1252,https://github.com/eslint/eslint,https://github.com/debug-js/debug
1254,https://github.com/eslint/eslint,https://github.com/emotion-js/emotion
1256,https://github.com/eslint/eslint,https://github.com/cssnano/cssnano
1259,https://github.com/eslint/eslint,https://github.com/browserslist/browserslist
